id;COD;reg;pH;CE;CARBON;CALIZA;CA;MG;K;NA;N;P;ORGANI;COX;REL_CN;CA_EQ;MG_EQ;K_EQ;NA_EQ;CIC;CA_F;MG_F;K_F;NA_F;AL;B;FE;MN;CU;ZN;S;MO;CATEGORIA;ARCILLA;LIMO ;ARENA ;NI;CO;TI;AS;PB;CR
11;PB01;1
10;PB02;1
